Survived;Pclass;Sex;Age;SibSp;Parch;Fare;Cabin_A;Cabin_B;Cabin_C;Cabin_D;Cabin_E;Cabin_F;Cabin_G;Cabin_T;Cabin_null;Embarked_C;Embarked_Q;Embarked_S
0;3;0;-0.5636740664747023;1;0;-0.8775909348467548;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;0.6692169576775449;1;0;1.3663796257695997;0;0;1;0;0;0;0;0;0;1;0;0
1;3;1;-0.2554513104366405;0;0;-0.7962812706432292;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;0.4380498906489985;1;0;1.0667958925628875;0;0;1;0;0;0;0;0;0;0;0;1
0;3;0;0.4380498906489985;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.7362771089291719;0;0;0;0;0;0;0;0;1;0;1;0
0;1;0;1.902107981829792;0;0;1.0428713067036883;0;0;0;0;1;0;0;0;0;0;0;1
0;3;0;-2.104787846665011;3;1;0.14001378858155186;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;-0.17839562142712506;0;2;-0.4787711687227169;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;-1.1801195785508258;1;0;0.49342662865673687;0;0;0;0;0;0;0;0;1;1;0;0
1;3;1;-1.9506764686459803;1;1;-0.08835669011137383;0;0;0;0;0;0;1;0;0;0;0;1
1;1;1;2.210330737867854;0;0;0.3690828596951275;0;0;1;0;0;0;0;0;0;0;0;1
0;3;0;-0.7177854444937332;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;0.7462726466870603;1;5;0.5327403819933432;0;0;0;0;0;0;0;0;1;0;0;1
0;3;1;-1.1801195785508258;0;0;-0.8045157230890057;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;1.9791636708393074;0;0;-0.13007616899075797;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-2.104787846665011;4;1;0.46146538543999793;0;0;0;0;0;0;0;0;1;0;1;0
1;2;0;-0.10133993241760961;0;0;-0.3308153928167706;0;0;0;0;0;0;0;0;1;0;0;1
0;3;1;0.12982713461093673;1;0;-0.015079228381579135;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;-0.10133993241760961;0;0;-0.8807287424181867;0;0;0;0;0;0;0;0;1;1;0;0
0;2;0;0.4380498906489985;0;0;0.34823343675035595;0;0;0;0;0;0;0;0;1;0;0;1
1;2;0;0.36099420163948304;0;0;-0.3308153928167706;0;0;0;1;0;0;0;0;0;0;0;1
1;3;1;-1.1030638895413103;0;0;-0.7842802571443457;0;0;0;0;0;0;0;0;1;0;1;0
1;1;0;-0.10133993241760961;0;0;0.6599308976078451;1;0;0;0;0;0;0;0;0;0;0;1
0;3;1;-1.6424537126079184;3;1;0.14001378858155186;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;0.6692169576775449;1;5;0.5363379735647843;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.8807287424181867;0;0;0;0;0;0;0;0;1;1;0;0
0;1;0;-0.7948411335032486;3;2;2.70565698624984;0;0;1;0;0;0;0;0;0;0;0;1
1;3;1;-0.10133993241760961;0;0;-0.8016005813616583;0;0;0;0;0;0;0;0;1;0;1;0
0;3;0;-0.10133993241760961;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;0.8233283356965757;0;0;0.41211309234884563;0;0;0;0;0;0;0;0;1;1;0;0
1;1;1;-0.10133993241760961;1;0;2.103943988423724;0;1;0;0;0;0;0;0;0;1;0;0
1;3;1;-0.10133993241760961;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;1;0
0;2;0;2.8267762499439777;0;0;-0.5341955039054616;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;-0.10133993241760961;1;0;1.5114400628464493;0;0;0;0;0;0;0;0;1;1;0;0
0;1;0;0.9774397137156066;1;0;1.0455570975193194;0;0;0;0;0;0;0;0;1;0;0;1
1;3;0;-0.10133993241760961;0;0;-0.8802009247595483;0;0;0;0;0;0;0;0;1;1;0;0
0;3;0;-0.6407297554842177;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
0;3;1;-0.871896822512764;2;0;-0.015079228381579135;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;-1.1801195785508258;1;0;-0.4695751698620864;0;0;0;0;0;0;0;0;1;1;0;0
0;3;1;0.8233283356965757;1;0;-0.6307164622052618;0;0;0;0;0;0;0;0;1;0;0;1
0;2;1;-0.17839562142712506;1;0;0.13649510066617393;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;1;0;0
1;2;1;-2.0277321576554956;1;2;0.8192079732926797;0;0;0;0;0;0;0;0;1;1;0;0
1;3;1;-0.7948411335032486;0;0;-0.8016005813616583;0;0;0;0;0;0;0;0;1;0;1;0
0;3;0;-0.10133993241760961;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;1;0;-0.1609413506274357;0;0;0;0;0;0;0;0;1;0;1;0
1;3;1;-0.10133993241760961;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;1;0
0;3;0;-0.10133993241760961;2;0;0.1679318139487397;0;0;0;0;0;0;0;0;1;1;0;0
0;3;1;-0.871896822512764;1;0;-0.026020143189551145;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-1.719509401617434;4;1;0.7722221292113017;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.6407297554842177;0;0;-0.8108641189026907;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;1.5168295367822147;1;0;1.4414804142989346;0;0;0;1;0;0;0;0;0;1;0;0
1;2;1;-0.024284243408094167;1;0;0.34823343675035595;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;2.749720560934462;0;1;1.2239190475345767;0;1;0;0;0;0;0;0;0;1;0;0
1;1;0;-0.10133993241760961;0;0;0.6599308976078451;0;0;1;0;0;0;0;0;0;0;0;1
1;2;1;-0.6407297554842177;0;0;-0.5341955039054616;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.0628120879128519;0;0;-0.8802009247595483;0;0;0;0;0;0;0;0;1;1;0;0
1;2;1;-1.8736207796364648;1;2;0.41316371566340315;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-1.4112866455793722;5;2;0.9409501199925433;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.5636740664747023;0;0;-0.8802009247595483;0;0;0;0;0;0;0;0;1;1;0;0
0;1;0;1.208606780744153;1;0;1.5275269371198643;0;0;1;0;0;0;0;0;0;0;0;1
0;3;0;-1.9506764686459803;3;2;0.4185439886957112;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;-0.10133993241760961;0;0;0.41211309234884563;0;0;0;0;0;0;0;0;1;1;0;0
1;3;0;-0.10133993241760961;1;1;-0.17699375358284503;0;0;0;0;0;0;0;0;1;1;0;0
1;2;1;-0.024284243408094167;0;0;-0.5341955039054616;0;0;0;0;0;1;0;0;0;0;0;1
0;3;0;-0.7948411335032486;0;0;-0.7696020869853838;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;-0.9489525115222794;4;2;-0.7962812706432292;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.2554513104366405;2;0;-0.7141931170822655;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;0.20688282362045216;0;0;-0.5341955039054616;0;0;0;0;0;0;0;0;1;0;0;1
0;3;1;-1.026008200531795;5;2;0.9409501199925433;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;-0.6407297554842177;0;0;1.3976098196943552;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.2554513104366405;1;0;-0.22864112323105135;0;0;0;0;0;0;0;0;1;1;0;0
1;3;0;0.20688282362045216;0;0;1.1297377769755033;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.3325069994461559;0;0;-0.8286394587504805;0;0;0;0;0;1;0;0;0;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
1;2;0;-2.1949430028061445;0;2;0.45716639046780133;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;0.052771445601421274;0;0;-0.3703325647020046;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.5636740664747023;0;0;-0.6786963266772271;0;0;0;0;0;0;0;0;1;0;0;1
1;3;0;-0.024284243408094167;0;0;-0.6282518441103798;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;-0.10133993241760961;0;0;-0.8123337805591196;0;0;0;0;0;0;0;0;1;0;1;0
0;1;0;-0.10133993241760961;0;0;0.9452580712301538;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;-0.9489525115222794;0;0;-0.5341955039054616;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;0.2839385126299676;3;0;-0.13923936162362693;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-1.026008200531795;1;3;0.6275624759912304;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;-0.4866183774651868;3;2;2.70565698624984;0;0;1;0;0;0;0;0;0;0;0;1
0;3;0;-0.4095626884556714;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.024284243408094167;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.7177854444937332;0;0;-0.8045157230890057;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;1.2856624697536683;1;0;1.210631770025966;0;0;0;0;1;0;0;0;0;0;0;1
0;3;0;-0.2554513104366405;1;2;0.11632645696912522;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;2.287386426877369;0;0;-0.8775909348467548;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;3.2120546949915547;0;0;0.6356906335839563;1;0;0;0;0;0;0;0;0;1;0;0
1;1;0;-0.4866183774651868;0;1;1.2463149108454483;0;0;0;1;0;0;0;0;0;1;0;0
1;2;1;0.36099420163948304;0;1;0.2264567551182557;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;0.36099420163948304;1;0;0.34823343675035595;0;0;0;0;0;0;0;0;1;0;0;1
0;3;1;-0.10133993241760961;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;-0.6407297554842177;0;1;1.4488800405058835;0;0;0;1;0;0;0;0;0;0;0;1
0;3;0;0.2839385126299676;0;0;-0.715081615322456;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;0.5921612686680294;2;0;-0.7962812706432292;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;-0.6407297554842177;0;0;-0.8286394587504805;0;0;0;0;0;0;0;0;1;0;0;1
1;3;0;-0.10133993241760961;0;0;-0.813805534261317;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;0.6692169576775449;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;-0.10133993241760961;1;0;0.27484779748436916;0;0;0;0;0;0;0;0;1;0;1;0
0;1;0;1.3627181587631838;0;0;1.0455570975193194;0;0;1;0;0;0;0;0;0;0;0;1
0;3;1;-1.1415917340460682;1;0;-0.22864112323105135;0;0;0;0;0;0;0;0;1;1;0;0
0;3;0;-0.5636740664747023;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
0;3;1;-0.7177854444937332;1;0;-0.596735245796976;0;0;0;0;0;0;0;0;1;0;0;1
0;3;1;-0.9489525115222794;0;0;-0.2283668640860574;0;0;0;0;0;0;0;0;1;1;0;0
0;3;0;-0.6407297554842177;0;0;-0.7962812706432292;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;3.173526850486797;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;1;0
0;2;0;-0.024284243408094167;1;0;0.13649510066617393;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;-0.4095626884556714;0;1;2.6431856916575582;0;1;0;0;0;0;0;0;0;1;0;0
0;3;1;-2.104787846665011;4;2;0.5327403819933432;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;-0.6407297554842177;2;0;1.3976098196943552;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;0.2454106681252099;1;0;0.49342662865673687;0;0;0;0;0;0;0;0;1;1;0;0
1;2;1;0.2454106681252099;0;0;-0.3308153928167706;0;0;0;0;1;0;0;0;0;0;0;1
0;1;0;1.902107981829792;0;1;1.4488800405058835;0;0;0;1;0;0;0;0;0;0;0;1
1;3;0;-1.3342309565698567;1;0;-0.4695751698620864;0;0;0;0;0;0;0;0;1;1;0;0
0;3;0;-0.10133993241760961;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;1;0
1;3;0;-0.4095626884556714;0;0;-0.8912531829235545;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;-0.10133993241760961;1;1;0.19843638266558425;0;0;0;0;0;1;0;0;0;1;0;0
0;3;0;1.208606780744153;0;0;-0.912641979695758;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;0.2839385126299676;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;1;0;0
0;3;0;-0.7177854444937332;0;0;-0.9029641542643231;0;0;0;0;0;0;0;0;1;0;0;1
0;3;1;1.3627181587631838;1;0;-0.22558157292441078;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;-0.024284243408094167;1;0;0.34823343675035595;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;-0.3325069994461559;0;0;-0.3308153928167706;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;-0.4866183774651868;0;0;-0.18980104739056214;0;0;0;0;0;0;0;0;1;1;0;0
1;1;1;-0.7948411335032486;0;2;0.35902528087648866;0;0;0;1;0;0;0;0;0;0;0;1
0;1;0;0.5921612686680294;1;0;1.0667958925628875;0;0;1;0;0;0;0;0;0;0;0;1
0;3;0;-1.026008200531795;0;0;-0.6565308708919255;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;-0.4095626884556714;0;0;1.4738339673998513;0;1;0;0;0;0;0;0;0;1;0;0
0;3;1;-0.10133993241760961;0;2;-0.17699375358284503;0;0;0;0;0;0;0;0;1;1;0;0
1;3;1;-0.5636740664747023;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;-0.4095626884556714;1;0;-0.13923936162362693;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.7948411335032486;0;0;-0.9422311571437298;0;0;0;0;0;0;0;0;1;0;1;0
0;2;0;-0.871896822512764;0;0;-0.4479866913276815;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;-0.7948411335032486;1;1;0.6947458637250976;0;0;0;0;0;0;0;0;1;0;0;1
1;3;0;-0.17839562142712506;0;0;-0.8113576922153614;0;0;0;0;0;0;0;0;1;0;0;1
0;3;1;-1.565398023598403;2;2;0.6275624759912304;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;0.5536334241632717;0;2;0.34823343675035595;0;0;0;0;0;1;0;0;0;0;0;1
0;2;0;0.9774397137156066;0;0;-0.3308153928167706;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;1.6709409148012455;0;0;-0.3665032758757501;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;-0.5636740664747023;1;0;1.2971232366153405;0;0;1;0;0;0;0;0;0;0;0;1
0;3;0;2.017691515344065;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;0.8618561802013335;0;2;-0.22558157292441078;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.8697878276102141;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;1.6709409148012455;0;1;1.2140218437121024;0;0;0;0;0;0;0;0;1;1;0;0
1;3;1;-1.026008200531795;0;0;-0.81873051214423;0;0;0;0;0;0;0;0;1;0;1;0
0;3;0;0.052771445601421274;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.7141931170822655;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;8;2;1.3412852166389577;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;1.1315510917346374;0;1;-0.12401218209902407;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;0.8233283356965757;0;0;-0.14539358694450016;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.2554513104366405;0;0;-0.813805534261317;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.9489525115222794;0;0;-0.7141931170822655;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-2.1818435356745267;4;1;0.7722221292113017;0;0;0;0;0;0;0;0;1;0;0;1
1;3;0;-1.565398023598403;0;2;0.11392760020572701;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;-0.10133993241760961;0;1;1.102483775621868;0;0;0;0;1;0;0;0;0;0;0;1
0;3;1;1.208606780744153;1;4;0.4185439886957112;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;-0.10133993241760961;0;0;0.3453574771735382;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;1.1297377769755033;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;2.4414978048964002;0;0;0.6016672132395674;0;1;0;0;0;0;0;0;0;0;0;1
0;3;0;-1.9506764686459803;4;1;0.46146538543999793;0;0;0;0;0;0;0;0;1;0;1;0
1;3;1;-2.1818435356745267;1;1;-0.4787711687227169;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.6407297554842177;0;0;-0.7962812706432292;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;2.0562193598488228;0;0;0.5140176152375079;1;0;0;0;0;0;0;0;0;1;0;0
0;3;0;-0.871896822512764;1;1;-0.8045157230890057;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;3;1;0.32760748513073984;0;0;0;0;0;0;0;0;1;0;0;1
0;1;1;1.5938852257917302;0;0;0.447210334289108;0;0;1;0;0;0;0;0;0;1;0;0
0;2;0;0.052771445601421274;0;0;-0.3308153928167706;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;0.5151055796585139;0;0;-3.05935471468473;0;0;0;0;0;0;0;0;1;0;0;1
0;3;1;-0.10133993241760961;8;2;1.3412852166389577;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;-0.10133993241760961;0;0;-0.18953045693387563;0;0;0;0;0;0;0;0;1;1;0;0
0;3;0;-1.565398023598403;4;2;0.5363379735647843;0;0;0;0;0;0;0;0;1;0;0;1
1;2;0;-2.1818435356745267;2;1;0.7546028417614105;0;0;0;0;0;1;0;0;0;0;0;1
1;3;1;-1.9506764686459803;0;2;0.18357728172927568;0;0;0;0;0;0;0;0;1;0;0;1
0;1;0;-0.10133993241760961;0;0;1.0057865481542705;1;0;0;0;0;0;0;0;0;0;0;1
1;3;1;-0.10133993241760961;1;0;-0.1609413506274357;0;0;0;0;0;0;0;0;1;0;1;0
1;1;0;1.208606780744153;0;0;0.3690828596951275;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;0.8233283356965757;1;1;-0.1609413506274357;0;0;0;0;0;0;0;0;1;0;1;0
0;3;0;0.5151055796585139;0;0;-0.7996694581110643;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;0.20688282362045216;0;0;-0.3308153928167706;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;-0.7948411335032486;0;0;-0.3308153928167706;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;-0.7948411335032486;1;0;-0.8045157230890057;0;0;0;0;0;0;0;0;1;0;0;1
1;2;0;-2.0277321576554956;1;1;0.34823343675035595;0;0;0;0;0;1;0;0;0;0;0;1
1;1;1;1.1315510917346374;0;0;0.41211309234884563;0;1;0;0;0;0;0;0;0;1;0;0
1;1;1;2.210330737867854;0;0;2.103943988423724;0;1;0;0;0;0;0;0;0;1;0;0
0;3;0;-0.10133993241760961;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;1;0
0;3;0;0.9774397137156066;0;1;-0.7422078722236153;0;0;0;0;0;0;0;0;1;0;0;1
1;3;1;-0.10133993241760961;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;1;0
0;2;1;-0.4095626884556714;0;0;-0.3308153928167706;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;0;0;-0.6282518441103798;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;8;2;1.3412852166389577;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;0.36099420163948304;0;0;-0.9767119279566487;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;1.2471346252489106;0;0;-0.8807287424181867;0;0;0;0;0;0;0;0;1;1;0;0
1;3;0;-0.871896822512764;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
0;3;1;-2.104787846665011;0;1;-0.5375724480111405;0;0;0;0;0;0;1;0;0;0;0;1
0;3;0;0.20688282362045216;1;0;-0.13923936162362693;0;0;0;0;0;0;0;0;1;0;0;1
1;3;0;-0.2554513104366405;0;0;0.02690922188679648;0;0;0;0;0;0;0;0;1;1;0;0
1;3;1;-1.026008200531795;0;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;1;0
1;1;0;0.8233283356965757;0;0;0.5238932064118649;1;0;0;0;0;0;0;0;0;1;0;0
0;3;0;-0.4095626884556714;0;0;-0.9029641542643231;0;0;0;0;0;0;0;0;1;0;0;1
1;2;1;0.4380498906489985;0;0;0.13649510066617393;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.5636740664747023;0;0;-0.8775909348467548;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;0.052771445601421274;0;0;-0.3308153928167706;0;0;0;0;0;0;0;0;1;0;0;1
0;3;0;-0.10133993241760961;1;0;-0.8167553416865435;0;0;0;0;0;0;0;0;1;0;1;0
1;1;1;0.12982713461093673;1;0;1.839924143033158;0;0;0;1;0;0;0;0;0;1;0;0
1;3;1;-0.17839562142712506;0;0;-0.7962812706432292;0;0;0;0;0;0;0;0;1;0;0;1
0;2;0;0.9774397137156066;1;0;0.38583419140254843;0;0;0;0;0;0;0;0;1;0;0;1
1;1;1;0.20688282362045216;0;0;1.4356446150427873;0;0;0;1;0;0;0;0;0;1;0;0
0;2;0;0.052771445601421274;0;0;-0.5341955039054616;0;0;0;0;0;0;0;0;1;0;0;1
1;3;0;-1.026008200531795;0;0;-0.7819012502244029;0;0;0;0;0;0;0;0;1;0;0;1
